,0
10525,americanair cant get operator hour worth call cancelled flight delayed flight automated system doesnt go beyond message
10526,americanair cannot provide u alternative flight 36 hour late flightr ruining trip cancelled flightled angry problem ruined
10527,americanair stand baggage claim hour waiting bag knew never made plane
10528,americanair love travel plane people nice amazing please follow back love company
10529,americanair helpful flight already cancelled flightled reflight booking problem aa email cell yet notification
10530,americanair derekc21 leave jaipur tomorrow back dehli delhi one night need use ability make magic
10531,americanair change gate dont tell fuck wrong people learn fucken job
10532,americanair trying make online flight booking problem one way barbados nyc wont let say need barbados ccwhy
10533,americanair would purchase choice guy cancelled flightled flight stuck dfw 7 hour
10534,americanair haha said wasnt fault somehow guy r joke
10535,americanair stuck miami one worst customer experience ever sure let everyone know time waa
10536,americanair 2days 2plains 2fails
10537,americanair murphyjulie took 6 hour call back disconnected twice ill never get back work
10538,americanair far getting maybe bag come today dont know website say status unknown help
10539,americanair flight 1108 cancelled flightled need rebooked cant online arent answering call help
10540,americanair filled whole form receiving poor poor response direct email address reply
10541,americanair abc pr let customer info possible might want go brush basic
10542,last trip americanair poor customer service 3 trip row delta come
10543,americanair stiiiil waiting please respond flight leaf 2 12 hr
10544,americanair worry loved flying guy thanks
10545,americanair worst rep jacksonville airport rude totally helpful
10546,americanair understood integration take time excuse poor customer service
10547,malhoit least got response americanair via twitter went 0 2 yesterday
10548,americanair called paris office morning still waiting miami apparently tag taken
10549,americanair get assistance flight cancelled flightled today phx dfw im hating job concerned
10550,americanair would also like say kind move adding point
10551,americanair ok received email registration team thanks lot
10552,americanair wasnt delay counter wouldnt take valid cac card valid id needed tsa precheck pas
10553,americanair right give email write
10554,americanair called reservation 1 im still waiting someone call back
10555,americanair confirmed flight im done thanks nothing
10556,americanair necessary confident excellent inflight staff make appropriate report
10557,americanair thank best could get rebooked agent phone amp addtl resolution dm much appreciated
10558,americanair email phone call nothing youve screwed flight familyfriends flight cancelled flighted reservation
10559,americanair care could someone call explain going
10560,hey americanair automated call hang 445 cant reschedule cancelled flighted flight via web come
10561,americanair service rep hasnt happened yet im honestly fed sick notice flight got cancelled flighted
10562,americanair help flight dallas cancelled flightled morning cle hold 3 hour need booked next flight
10563,americanair hotel tonight expect pay even money dont money supposed get call back
10564,americanair flight 129 dallas 259 sfo cancelled flighted cant get anything else tomorrow wont put
10565,americanair possible call system refuse caller twelve hour service option leave
10566,americanair understand bit wait called 623 pm didnt get call back 1100 pm thats cool
10567,americanair pathetic answer found bag sitting lga 20 hour call lmk delivery bag bad
10568,americanair stranded miami automated system keep hanging two day help
10569,americanair flight 1318 cancelled flighted word ground staff
10570,americanair mwangbickler apologize frustration michael rebooked got call back 10 hour bad
10571,americanair im trying register since 1200dont want separated brother the15hours flighttherere place left
